,University,Website
1398,Fachhochschule für Wirtschaft Berlin,www.fhw-berlin.de
1399,Fachhochschule Gelsenkirchen,www.fh-gelsenkirchen.de
1400,Fachhochschule Gießen-Friedberg,www.fh-giessen.de
1401,Fachhochschule Hamburg,www.fh-hamburg.de
1402,Fachhochschule Hannover,www.fh-hannover.de
1403,Fachhochschule Heidelberg,www.fh-heidelberg.de
1404,"Fachhochschule Heilbronn, Hochschule für Technik und Wirtschaft",www.fh-heilbronn.de
1405,"Fachhochschule Hildesheim/Holzminden/Göttingen, Hochschule für angewandte Wissenschaft und Kunst",www.fh-hildesheim.de
1406,Fachhochschule Hof,www.fh-hof.de
1407,Fachhochschule Ingolstadt,www.fh-ingolstadt.de
1408,Fachhochschule Jena,www.fh-jena.de
1409,Fachhochschule JOANNEUM,www.fh-joanneum.at
1410,Fachhochschule Kaiserslautern,www.fh-kl.de
1411,Fachhochschule Kärnten,www.fh-kaernten.ac.at
1412,"Fachhochschule Kempten, Hochschule für Technik und Wirtschaft",www.fh-Kempten.de
1413,Fachhochschule Kiel,www.fh-kiel.de
1414,Fachhochschule Koblenz,www.fh-koblenz.de
1415,Fachhochschule Köln,www.fh-koeln.de
1416,"Fachhochschule Konstanz, Hochschule für Technik, Wirtschaft und Gestaltung",www.fh-konstanz.de
1417,Fachhochschule Krems,www.fh-krems.ac.at
1418,Fachhochschule Kufstein (Tirol),www.fh-kufstein.ac.at
1419,"Fachhochschule Landshut, Hochschule für Wirtschaft - Sozialwesen - Technik",www.fh-landshut.de
1420,Fachhochschule Lausitz,www.fh-lausitz.de
1421,Fachhochschule Lippe,www.fh-lippe.de
1422,Fachhochschule Lübeck,www.fh-luebeck.de
1423,"Fachhochschule Ludwigshafen, Hochschule für Wirtschaft",www.fh-ludwigshafen.de
1424,Fachhochschule Mainz,www.fh-mainz.de
1425,"Fachhochschule Mannheim, Hochschule für Sozialwesen",www.fhs-mannheim.de
1426,"Fachhochschule Mannheim, Hochschule für Technik und Gestaltung",www.fh-mannheim.de
1427,Fachhochschule Merseburg,www.fh-merseburg.de
1428,Fachhochschule München,www.fh-muenchen.de
1429,Fachhochschule Münster,www.fh-muenster.de
1430,Fachhochschule Neubrandenburg,www.fh-nb.de
1431,Fachhochschule Neu-Ulm,www.fh-neu-ulm.de
1432,Fachhochschule Niederrhein,www.fh-niederrhein.de
1433,Fachhochschule Nordhausen,www.fh-nordhausen.de
1435,Fachhochschule Nordostniedersachsen,www.fhnon.de
1436,"Fachhochschule Nürtingen, Hochschule für Wirtschaft, Landwirtschaft und Landespflege",www.fh-nuertingen.de
1437,"Fachhochschule Offenburg, Hochschule für Technik und Wirtschaft",www.fh-offenburg.de
1438,Fachhochschule Oldenburg/Ostfriesland/Wilhelmshaven,www.fh-oow.de
1439,Fachhochschule Osnabrück,www.fh-osnabrueck.de
1440,"Fachhochschule Pforzheim, Hochschule für Gestaltung, Technik und Wirtschaft",www.fh-pforzheim.de
1441,Fachhochschule Potsdam,www.fh-potsdam.de
1442,Fachhochschule Pur,www.phw.info
1443,Fachhochschule Ravensburg-Weingarten,www.fh-weingarten.de
1444,Fachhochschule Regensburg,www.fh-regensburg.de
1445,"Fachhochschule Reutlingen, Hochschule für Technik und Wirtschaft",www.fh-reutlingen.de
1446,"Fachhochschule Rosenheim, Hochschule für Technik und Wirtschaft",www.fh-rosenheim.de
1447,"Fachhochschule Rottenburg, Hochschule für Forstwirtschaft",www.fh-rottenburg.de
1448,Fachhochschule Salzburg,www.fh-sbg.ac.at
1449,Fachhochschule Schmalkalden,www.fh-schmalkalden.de
1450,"Fachhochschule Schwäbisch Gmünd, Hochschule für Gestaltung",www.hfg-gmuend.de
1451,"Fachhochschule Schwäbisch Hall, Hochschule für Gestaltung",www.fh-schwaebischhall.de
1452,Fachhochschule St. Gallen,www.fhsg.ch
1453,Fachhochschule St. Pölten,www.fhstp.ac.at
1454,Fachhochschule Stralsund,www.fh-stralsund.de
1455,"Fachhochschule Stuttgart, Hochschule der Medien",www.hdm-stuttgart.de
1456,"Fachhochschule Stuttgart, Hochschule für Technik",www.fht-stuttgart.de
1457,"Fachhochschule Trier, Hochschule für Technik, Wirtschaft und Gestaltung",www.fh-trier.de
1458,"Fachhochschule Ulm, Hochschule für Technik",www.fh-ulm.de
1459,"Fachhochschule und Berufskollegs NTA, Prof.Dr. Grübler gemein. GmbH",www.fh-isny.de
1460,Fachhochschule Vorarlberg,www.fhv.at
1461,Fachhochschule Wedel,www.fh-wedel.de
1462,Fachhochschule Weihenstephan,www.fh-weihenstephan.de
1463,"Fachhochschule Westküste, Hochschule für Wirtschaft und Technik",www.fh-westkueste.de
1464,Fachhochschule Wiener Neustadt,www.fhwn.ac.at
1465,Fachhochschule Wiesbaden,www.fh-wiesbaden.de
1466,Fachhochschule Worms,www.fh-worms.de
1467,Fachhochschule Würzburg - Schweinfurt,www.fh-wuerzburg.de
1468,Faculdade Integradas do Ceará,www.fic.br
1469,Faculdade Italo Brasileira,www.italo.br
1470,Faculdade Jaguariúna,www.faj.br
1471,Faculdades Integradas Curitiba,www.faculdadescuritiba.br
1472,Faculdades Integradas de Botucatu (UNIFAC),unifac.edu.br
1473,Faculdades Integradas do Brasil (UNIBRASIL),www.unibrasil.com.br
1474,Faculdades Integradas Toledo,www.toledo.br
1475,Faculdades Integradas UPIS,www.upis.br
1476,Faculté Polytechnique de Mons,www.fpms.ac.be
1477,Facultés Universitaires Catholiques de Mons,www.fucam.ac.be
1478,Facultés Universitaires Notre-Dame de la Paix,www.fundp.ac.be
1479,Facultés Universitaires Saint-Louis,www.fusl.ac.be
1480,FAE Business School - Faculdade de Administração e Economia,www.fae.edu
1481,Fahad Bin Sultan University,www.fbsc.edu.sa
1482,Faisalabad Institute of Textile and Fashion Design,www.fitfd.edu.pk
1483,Fakir Mohan University,www.fmuniversity.nic.in
1484,Falmouth University,www.falmouth.ac.uk
1485,Fanshawe College,www.fanshawec.ca
1486,Far Easten State University of Humanities,www.khspu.ru
1487,Far Eastern State Technical Fisheries University,www.dalrybvtuz.ru
1488,Far Eastern State Technical University,www.festu.ru
1489,Far Eastern State University,www.dvgu.ru
1490,Far Eastern University,www.feu.edu.ph
1491,Far East State Transport University,www.dvgups.ru
1492,Faryab Higher Education Institute,www.faryab.edu.af
1493,Fasa Faculty of Medical Sciences,www.fums.ac.ir
1494,FAST - National University of Computer and Emerging Sciences (NUCES),www.nu.edu.pk
1495,Fatih University,www.fatih.edu.tr
1496,Fatima mata national college kollam kerala,www.fatimacollege.net
1497,Fayoum University,www.fayoum.edu.eg
1498,FEAD - Centro de Gestao Empreendedora,www.fead.br
1499,Feati University,www.featiu.edu.ph
1500,"Federal College Of Education (Technical), Akoka",www.fcetakoka-edu.net
1501,"Federal Polytechnic Bauchi, Nigeria",fptb.edu.ng
1502,Federal University of Petroleum Resources,www.fupre.edu.ng
1503,"Federal University of Technology, Akure",www.futa.edu.ng
1504,"Federal University of Technology, Minna",www.futminna.edu.ng
1505,"Federal University of Technology, Owerri",www.futo.edu.ng
1506,"Federal University of Technology, Yola",www.futy.edu.ng
1507,"Federal Urdu University of Arts,Science and Technology",www.fuuast.edu.pk
1508,Feng Chia University,www.fcu.edu.tw
1509,Ferdowsi University of Mashhad,www.um.ac.ir
1510,Ferghana Politechnical Institute,ferpi.dem.ru
1511,Fern-Fachhochschule Hamburg,www.fern-fh.de
1512,Fernuniversität Gesamthochschule Hagen,www.fernuni-hagen.de
1513,Ferris University,www.ferris.ac.jp
1514,"FH Oberösterreich, Campus Hagenberg",www.fh-ooe.at
1518,FH Wien der WKW,www.fhw.at
1519,Fiji National University ,www.fnu.ac.fj
1520,Fiji School of Medicine,www.fsm.ac.fj
1521,Finance Academy,www.fa.ru
1522,Fine Arts Academy in Gdansk,www.asp.gda.pl
1523,Fine Arts Academy in Katowice,www.aspkat.edu.pl
1524,Fine Arts Academy in Poznan,www.asp.poznan.pl
1525,Fine Arts Academy in Warsaw,www.asp.waw.pl
1526,Fine Arts Academy in Wroclaw,www.asp.wroc.pl
1527,"Fine Arts Academy ""Jan Matejko"" in Cracow",149.156.19.10
1528,Fine Arts Academy Wladyslaw Strzeminski in Lodz,www.asp.lodz.pl
1529,Finnmark University College,www.hifm.no
1530,Firat (Euphrates) University,www.firat.edu.tr
1531,First Global University to teaching Jainism,www.jainuniversity.org
1532,First Nations University of Canada,www.firstnationsuniversity.ca
1533,Flinders University of South Australia,www.flinders.edu.au
1534,Floret Global University,www.floret.edu.pa
1535,Fomic Polytechnic,www.fomicgroup.cm
1536,Fondation Universitaire Luxembourgeoise,www.ful.ac.be
1537,Fondazione Sacro Cuore,www.sacrocuore.org
1538,Fontys University of Applied Sciences,www.fontys.edu
1539,FON University,www.fon.edu.mk
1540,Foreign Trade University,www.ftu.edu.vn
1541,Forest Research Institute Dehradun,fri.icfre.gov.in
1542,Foshan University,www.fosu.edu.cn
1543,Foundation University,www.foundationu.com
1544,Foundation University,www.foundationuniversity.com
1545,Fountain University,www.fountainuniversity.edu.ng
1546,"Fourah Bay College, University of Sierra Leone",fbcusl.8k.com
1547,FPT University,www.fpt.edu.vn
1548,Franklin College Switzerland,www.fc.edu
1549,Frederick University,www.frederick.ac.cy
1550,Free International University of Moldova,www.ulim.md
1551,Free International University of Social Studies,www.luiss.it
1552,Free University Amsterdam,www.vu.nl
1553,"Free University Institute ""Carlo Cattaneo""",www.liuc.it
1554,"Free University ""Maria Santissima Assunta""",www.lumsa.it
1555,Free University of Bozen,www.unibz.it
1556,Free University of Tbilisi,www.freeuni.ge
1557,Free University Stockholm,www.stockholm-fu.com
1558,Freie Kunst-Studienstätte Ottersberg,www.fh-ottersberg.de
1559,Freie Universität Berlin,www.fu-berlin.de
1560,French Institute of Management,www.ifg.com.pl
1561,French University in Armenia (UFAR),www.ufar.am
1562,Friedrich-Alexander Universität Erlangen-Nürnberg,www.uni-erlangen.de
1563,Friedrich-Schiller Universität Jena,www.uni-jena.de
1564,FTMS Global Academy,www.ftmsglobal.com
1565,Fudan University,www.fudan.edu.cn
1566,Fu Jen Catholic University,www.fju.edu.tw
1567,Fujian Agricultural University,www.fjau.edu.cn
1568,Fujian Medical University,www.fjmu.edu.cn
1569,Fujian Normal University,www.fjnu.edu.cn
1570,Fujian University of Traditional Chinese Medicine,www.fjtcm.edu.cn
1571,Fujita Health University,www.fujita-hu.ac.jp
1572,Fuji University,www.termnet.co.jp
1573,Fuji Women's College,www.fujijoshi.ac.jp
1574,Fukui Medical School,www.fukui-med.ac.jp
1575,Fukui Prefectural University,www.fpu.ac.jp
1576,Fukui University,www.fukui-u.ac.jp
1577,Fukui University of Technology,www.fukui-ut.ac.jp
1578,Fukuoka Dental College,www.fdcnet.ac.jp
1579,Fukuoka Institute of Technology,www.fit.ac.jp
1580,Fukuoka International University,www.fukuoka-int-u.ac.jp
1581,Fukuoka Prefectural University,www.fukuoka-pu.ac.jp
1582,Fukuoka University,www.fukuoka-u.ac.jp
1583,Fukuoka University of Education,www.fukuoka-edu.ac.jp
1584,Fukuoka Women's University,www.fwu.ac.jp
1585,Fukushima Medical College,www.fmu.ac.jp
1586,Fukushima University,www.fukushima-u.ac.jp
1587,Fukuyama Heisei University,www.heisei-u.ac.jp
1588,Fukuyama University,www.fukuyama-u.ac.jp
1589,Fundação Educacional de Ituverava,www.feituverava.com.br
1590,Fundacion Escuela Colombiana de Rehabiliación,www.ecr.edu.co
1591,Fundación Universitaria de Boyacá,www.uniboyaca.edu.co
1592,Fundación Universitaria del Area Andina. Sede Pereira,www.funandi.edu.co
1593,Fundación Universitaria Luis Amigó,www.funlam.edu.co
1594,Fundación Universitaria Manuela Beltrán,www.umb.edu.co
1595,Fundación Universitaria San Martín,www.sanmartin.edu.co
1596,Fushun Petroleum University,www.fspu.edu.cn
1597,Future University,www.futureuniversity.edu.eg
1598,Fuzhou University,www.fzu.edu.cn
1599,Gaborone Universal College of Law,www.guc.co.bw
1600,Gakushuin University,www.gakushuin.ac.jp
1601,Galatasaray University,www.gsu.edu.tr
1602,Galillee College,www.galilcol.ac.il
1603,Galway Mayo Institute of Technology,www.gmit.ie
1604,Gandhara Institute of Medical Sciences,www.gandhara.edu.pk
1606,Gandhi Institute of Technology and Managment,www.gitam.edu
1607,Gangdara Institute Of Science & Technology,www.gist.edu.pk
1608,Ganja State University ,www.gsu.az
1609,Gansu Agricultural University,www.gsau.edu.cn
1610,Gansu University of Technology,www.gsut.edu.cn
1611,Gauhati University,www.gu.nic.in
1612,Gaziantep University,www.gantep.edu.tr
1613,Gaziosmanpasa University,www.gop.edu.tr
1614,Gazi University Ankara,www.gazi.edu.tr
1615,GC University,www.gcu.edu.pk
1616,Gdansk Management College,www.wsz.pl
1617,Gdynia Maritime Academy,www.wsm.gdynia.pl
1618,Gebze Institute of Technology,www.gyte.edu.tr
1619,Gediz University,www.gediz.edu.tr
1620,Gemsville Technical University,www.gemsvilleuniversity.com
1621,Geneva Business School,www.gbs-ge.ch
1622,Georg-August Universität Göttingen,www.uni-goettingen.de
1623,George Brown College,www.gbrownc.on.ca
1624,Georgian Technical University,www.gtu.edu.ge
1625,Georg-Simon-Ohm-Fachhochschule Nürnberg,www.fh-nuernberg.de
1626,German Jordanian University,www.gju.edu.jo
1627,German University in Cairo,www.guc.edu.eg
1628,Gezira College of Technology,www.geziracollege.edu.sd
1629,Ghana Christian University College,www.ghanacu.org
1630,Ghana Institute of Management and Public Administration (GIMPA),www.gimpa.edu.gh
1631,Ghana Telecom University College,www.gtuc.edu.gh
1632,Ghazni University,www.gu.edu.af
1633,Ghulam Ishaq Khan Institute of Science & Technology,www.giki.edu.pk
1634,Gift University,www.gift.edu.pk
1635,Gifu Keizai University,www.gifu-keizai.ac.jp
1636,Gifu Pharmaceutical University,www.gifu-pu.ac.jp
1637,Gifu Shotoku Gakuen University,www.shotoku.ac.jp
1638,Gifu University,www.gifu-u.ac.jp
1639,Gifu University for Education and Languages,www.gifu-kyoiku.ac.jp
1640,Gifu Women's University,www.gijodai.ac.jp
1641,Girne American University,www.gau.edu.tr
1642,Glasgow Caledonian University,www.gcal.ac.uk
1643,Glasgow School of Art,www.gsa.ac.uk
1644,Glion Institute of Higher Education,www.glion.edu
1645,Global Business School Barcelona,www.global-business-school.org
1646,"Global Open University , Nagaland",www.government.ind.in
1647,Global University,www.gu.edu.lb
1648,Gnesins Russian Academy of Music,www.gnesin-academy.ru
1649,Goa University,www.unigoa.ac.in
1650,Godfrey Okoye University,www.go-uni-enugu.net
1651,Godfrey Okoye University ,www.gouni.edu.ng
1652,Gokhale Institute of Politics and Economics,www.gipe.ernet.in
1653,"Goldsmiths College, University of London",www.gold.ac.uk
1654,Golestan University of Medical Sciences,www.goums.ac.ir
1655,Gollis University,www.gollisuniversity.com
1656,Gomal University,www.gu.edu.pk
1657,Gombe State University,www.gsu.edu.ng
1658,Gomel State Medical University,www.meduniver.gomel.by
1659,Gomel State Technical University Pavel Sukhoi,www.gstu.gomel.by
1660,Gomel State University Francisk Scarnia,www.gsu.unibel.by
1661,Gonabad University of Medical Sciences,www.gmu.ac.ir
1662,Gondar University,www.uog.edu.et
1663,Gorgan University of Agricultural Sciences and Natural Resources,www.gau.ac.ir
1664,Gorno-Altaisk State University,www.gasu.ru
1665,Göteborg University,www.gu.se
1666,Gotland University College,www.hgo.se
1667,Government College University Faisalabad,www.gcuf.edu.pk
1669,Govind Ballabh Pant University of Agriculture and Technology,www.gbpuat.ac.in
1670,Graduate School of Business Administration Zurich (GSBA Zurich),www.gsba.ch
1671,Graduate University for Advanced Studies,www.soken.ac.jp
1672,Great Lakes University of Kisumu,www.gluk.ac.ke
1673,Great Zimbabwe University,www.gzu.ac.zw
1674,Greenford International University,www.giuedu.bz
1675,Greenheart Medical School,www.greenheartmed.org
1676,Green University of Bangladesh,www.green.edu.bd
1677,Greenwich University,www.guic.edu.pk
1678,Grenoble Ecole de Management,www.grenoble-em.com
1679,Gretsa Universtiy,www.gretsauniversity.ac.ke
1680,GRG School of Management Studies,www.grgsms.com
1681,Griffith College,www.gcd.ie
1682,Griffith University,www.gu.edu.au
1683,Grodno State Agrarian University,www.uni-agro.grodno.by
1684,Grodno State Medical University,www.grsmu.by
1685,Grodno State University Yanka Kupaly,www.grsu.by
1686,Groupe Sup de Co Amiens Picardie,www.supco-amiens.fr
1687,Groupe Sup de Co Montpellier,www.supco-montpellier.fr
1688,GSFC University,www.gsfcuni.edu.in
1689,Guam Community College,www.guamcc.edu
1690,Guangdong Peizheng College ,www.peizheng.com.cn
1691,Guangdong Polytechnic Normal University,www.gdin.edu.cn
1692,Guangdong Radio & TV University,www.gdrtvu.edu.cn
1693,Guangdong University of Foreign Studies,www.gdufs.edu.cn
1694,Guangdong University of Technology,www.gdut.edu.cn
1695,Guangxi Medical University,www.gxmu.edu.cn
1696,Guangxi Normal University,www.gxnu.edu.cn
1697,Guangxi Traditional Chinese Medical University,www.gxtcmu.edu.cn
1698,Guangxi University,www.gxu.edu.cn
1699,Guangxi University for Nationalities,www.gxun.edu.cn
1700,Guangzhou Academy of Fine Art,www.gzarts.edu.cn
1701,Guangzhou Normal University,www.guangztc.edu.cn
1702,Guangzhou University,www.gzhu.edu.cn
1703,Guangzhou University of Traditional Chinese Medicine,www.gzhtcm.edu.cn
1704,Gubkin Russian State University of Oil and Gas,www.gubkin.ru
1705,Guilan University,www.guilan.ac.ir
1706,Guilan University of Medical Sciences,www.gums.ac.ir
1707,Guizhou Normal University,www.gznu.edu.cn
1708,Guizhou University,www.gzu.edu.cn
1709,Gujarat Ayurved University,www.ayurveduniversity.com
1710,Gujarat Technological University Ahmedabad,www.gtu.ac.in
1711,Gujarat University Ahmedabad,www.gujaratuniversity.org.in
1712,Gulbarga University,www.gulbargauniversity.kar.nic.in
1713,Gulf Medical University,www.gmu.ac.ae
1714,Gulf University College,www.gulfuniversity.net
1715,Gulf University for Science and Technology,www.gust.edu.kw
1716,Gulhane Military Medical Academy,www.gata.edu.tr
1717,Gulu University,www.gu.ac.ug
1718,Gumi University,www.gumi.ac.kr
1719,Gunma Prefectural Women's University,www.gpwu.ac.jp
1720,Gunma University,www.gunma-u.ac.jp
1721,Guru Ghasidas University,www.ggu.ac.in
1722,Guru Gobind Singh Indraprastha University,www.ipu.ac.in
1723,Guru Jambeshwar University,www.gju.ernet.in
1724,Gurukula Kangri University,www.gkvharidwar.org
1725,Gurukul University,www.gurukuluniversity.org
1726,Guru Nanak Dev University,www.gnduonline.org
